Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
789,3/11/2022,13:40:07,48.3,T1 KTemp C,56.5,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
790,3/11/2022,13:40:09,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
791,3/11/2022,13:40:11,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
792,3/11/2022,13:40:13,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
793,3/11/2022,13:40:15,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
794,3/11/2022,13:40:17,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
795,3/11/2022,13:40:19,48.3,T1 KTemp C,56.4,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
796,3/11/2022,13:40:21,48.3,T1 KTemp C,56.4,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
797,3/11/2022,13:40:23,48.3,T1 KTemp C,56.4,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
798,3/11/2022,13:40:25,48.3,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
799,3/11/2022,13:40:27,48.3,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
800,3/11/2022,13:40:29,48.3,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
801,3/11/2022,13:40:31,48.3,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
802,3/11/2022,13:40:33,48.3,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
803,3/11/2022,13:40:35,48.3,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
804,3/11/2022,13:40:37,48.3,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
805,3/11/2022,13:40:39,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
806,3/11/2022,13:40:41,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
807,3/11/2022,13:40:43,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
808,3/11/2022,13:40:45,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
809,3/11/2022,13:40:47,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
810,3/11/2022,13:40:49,48.4,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
811,3/11/2022,13:40:51,48.5,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
812,3/11/2022,13:40:53,48.5,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
813,3/11/2022,13:40:55,48.5,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
814,3/11/2022,13:40:57,48.5,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
815,3/11/2022,13:40:59,48.5,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
816,3/11/2022,13:41:01,48.5,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
817,3/11/2022,13:41:03,48.5,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
818,3/11/2022,13:41:05,48.5,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
819,3/11/2022,13:41:07,48.5,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
820,3/11/2022,13:41:09,48.5,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
821,3/11/2022,13:41:11,48.5,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
822,3/11/2022,13:41:13,48.5,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
823,3/11/2022,13:41:15,48.5,T1 KTemp C,56.3,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
824,3/11/2022,13:41:17,48.5,T1 KTemp C,56.3,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
825,3/11/2022,13:41:19,48.5,T1 KTemp C,56.3,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
826,3/11/2022,13:41:21,48.5,T1 KTemp C,56.3,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
827,3/11/2022,13:41:23,48.5,T1 KTemp C,56.3,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
828,3/11/2022,13:41:25,48.5,T1 KTemp C,56.3,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
829,3/11/2022,13:41:27,48.5,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
830,3/11/2022,13:41:29,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
831,3/11/2022,13:41:31,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
832,3/11/2022,13:41:33,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
833,3/11/2022,13:41:35,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
834,3/11/2022,13:41:37,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
835,3/11/2022,13:41:39,48.6,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
836,3/11/2022,13:41:41,48.6,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
837,3/11/2022,13:41:43,48.6,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
838,3/11/2022,13:41:45,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
839,3/11/2022,13:41:47,48.6,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
840,3/11/2022,13:41:49,48.6,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
841,3/11/2022,13:41:51,48.6,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
842,3/11/2022,13:41:53,48.7,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
843,3/11/2022,13:41:55,48.7,T1 KTemp C,56.3,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
844,3/11/2022,13:41:57,48.7,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
845,3/11/2022,13:41:59,48.7,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
846,3/11/2022,13:42:01,48.7,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
847,3/11/2022,13:42:03,48.7,T1 KTemp C,56.4,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
848,3/11/2022,13:42:05,48.7,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
849,3/11/2022,13:42:07,48.7,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
850,3/11/2022,13:42:09,48.7,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
851,3/11/2022,13:42:11,48.7,T1 KTemp C,56.4,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
852,3/11/2022,13:42:13,48.7,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
853,3/11/2022,13:42:15,48.7,T1 KTemp C,56.4,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
854,3/11/2022,13:42:17,48.7,T1 KTemp C,56.5,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
855,3/11/2022,13:42:19,48.8,T1 KTemp C,56.5,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
856,3/11/2022,13:42:21,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
857,3/11/2022,13:42:23,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
858,3/11/2022,13:42:25,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
859,3/11/2022,13:42:27,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
860,3/11/2022,13:42:29,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
861,3/11/2022,13:42:31,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
862,3/11/2022,13:42:33,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
863,3/11/2022,13:42:35,48.8,T1 KTemp C,56.5,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
864,3/11/2022,13:42:37,48.8,T1 KTemp C,56.5,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
865,3/11/2022,13:42:39,48.8,T1 KTemp C,56.5,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
866,3/11/2022,13:42:41,48.8,T1 KTemp C,56.5,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
867,3/11/2022,13:42:43,48.8,T1 KTemp C,56.5,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
868,3/11/2022,13:42:45,48.8,T1 KTemp C,56.5,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
869,3/11/2022,13:42:47,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
870,3/11/2022,13:42:49,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
871,3/11/2022,13:42:51,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
872,3/11/2022,13:42:53,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
873,3/11/2022,13:42:55,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
874,3/11/2022,13:42:57,48.8,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
875,3/11/2022,13:42:59,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
876,3/11/2022,13:43:01,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
877,3/11/2022,13:43:03,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
878,3/11/2022,13:43:05,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
879,3/11/2022,13:43:07,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
880,3/11/2022,13:43:09,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
881,3/11/2022,13:43:11,48.8,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
882,3/11/2022,13:43:13,48.8,T1 KTemp C,56.4,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
883,3/11/2022,13:43:15,48.8,T1 KTemp C,56.3,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
884,3/11/2022,13:43:17,48.8,T1 KTemp C,56.3,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
885,3/11/2022,13:43:19,48.8,T1 KTemp C,56.3,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
886,3/11/2022,13:43:21,48.8,T1 KTemp C,56.3,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
887,3/11/2022,13:43:23,48.8,T1 KTemp C,56.3,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
888,3/11/2022,13:43:25,48.8,T1 KTemp C,56.3,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
889,3/11/2022,13:43:27,48.8,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
890,3/11/2022,13:43:29,48.8,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
891,3/11/2022,13:43:31,48.8,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
892,3/11/2022,13:43:33,48.8,T1 KTemp C,56.4,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
893,3/11/2022,13:43:35,48.8,T1 KTemp C,56.3,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
894,3/11/2022,13:43:37,48.8,T1 KTemp C,56.4,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
895,3/11/2022,13:43:39,48.8,T1 KTemp C,56.4,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
896,3/11/2022,13:43:41,48.8,T1 KTemp C,56.4,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
897,3/11/2022,13:43:43,48.9,T1 KTemp C,56.4,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
898,3/11/2022,13:43:45,48.9,T1 KTemp C,56.4,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
899,3/11/2022,13:43:47,48.9,T1 KTemp C,56.5,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
900,3/11/2022,13:43:49,48.8,T1 KTemp C,56.4,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
901,3/11/2022,13:43:51,48.8,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
902,3/11/2022,13:43:53,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
903,3/11/2022,13:43:55,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
904,3/11/2022,13:43:57,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
905,3/11/2022,13:43:59,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
906,3/11/2022,13:44:01,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
907,3/11/2022,13:44:03,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
908,3/11/2022,13:44:05,48.8,T1 KTemp C,56.4,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
909,3/11/2022,13:44:07,48.8,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
910,3/11/2022,13:44:09,48.8,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
911,3/11/2022,13:44:11,48.8,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
912,3/11/2022,13:44:13,48.8,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
913,3/11/2022,13:44:15,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
914,3/11/2022,13:44:17,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
915,3/11/2022,13:44:19,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
916,3/11/2022,13:44:21,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
917,3/11/2022,13:44:23,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
918,3/11/2022,13:44:25,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
919,3/11/2022,13:44:27,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
920,3/11/2022,13:44:29,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
921,3/11/2022,13:44:31,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
922,3/11/2022,13:44:33,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
923,3/11/2022,13:44:35,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
924,3/11/2022,13:44:37,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
925,3/11/2022,13:44:39,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
926,3/11/2022,13:44:41,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
927,3/11/2022,13:44:43,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
928,3/11/2022,13:44:45,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
929,3/11/2022,13:44:47,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
930,3/11/2022,13:44:49,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
931,3/11/2022,13:44:51,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
932,3/11/2022,13:44:53,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
933,3/11/2022,13:44:55,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
934,3/11/2022,13:44:57,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
935,3/11/2022,13:44:59,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
936,3/11/2022,13:45:01,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
937,3/11/2022,13:45:03,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
938,3/11/2022,13:45:05,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
939,3/11/2022,13:45:07,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
940,3/11/2022,13:45:09,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
941,3/11/2022,13:45:11,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
942,3/11/2022,13:45:13,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
943,3/11/2022,13:45:15,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
944,3/11/2022,13:45:17,48.7,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
945,3/11/2022,13:45:19,48.7,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
946,3/11/2022,13:45:21,48.7,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
947,3/11/2022,13:45:23,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
948,3/11/2022,13:45:25,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
949,3/11/2022,13:45:27,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
950,3/11/2022,13:45:29,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
951,3/11/2022,13:45:31,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
952,3/11/2022,13:45:33,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
953,3/11/2022,13:45:35,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
954,3/11/2022,13:45:37,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
955,3/11/2022,13:45:39,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
956,3/11/2022,13:45:41,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
957,3/11/2022,13:45:43,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
958,3/11/2022,13:45:45,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
959,3/11/2022,13:45:47,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
960,3/11/2022,13:45:49,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
961,3/11/2022,13:45:51,48.6,T1 KTemp C,56.5,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
962,3/11/2022,13:45:53,48.6,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
963,3/11/2022,13:45:55,48.5,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
964,3/11/2022,13:45:57,48.5,T1 KTemp C,56.4,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
965,3/11/2022,13:45:59,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
966,3/11/2022,13:46:01,48.5,T1 KTemp C,56.5,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
967,3/11/2022,13:46:03,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
968,3/11/2022,13:46:05,48.5,T1 KTemp C,56.5,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
969,3/11/2022,13:46:07,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
970,3/11/2022,13:46:09,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
971,3/11/2022,13:46:11,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
972,3/11/2022,13:46:13,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
973,3/11/2022,13:46:15,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
974,3/11/2022,13:46:17,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
975,3/11/2022,13:46:19,48.5,T1 KTemp C,56.4,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
976,3/11/2022,13:46:21,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
977,3/11/2022,13:46:23,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
978,3/11/2022,13:46:25,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
979,3/11/2022,13:46:27,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
980,3/11/2022,13:46:29,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
981,3/11/2022,13:46:31,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
982,3/11/2022,13:46:33,48.5,T1 KTemp C,56.5,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
983,3/11/2022,13:46:35,48.5,T1 KTemp C,56.6,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
984,3/11/2022,13:46:37,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
985,3/11/2022,13:46:39,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
986,3/11/2022,13:46:41,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
987,3/11/2022,13:46:43,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
988,3/11/2022,13:46:45,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
989,3/11/2022,13:46:47,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
990,3/11/2022,13:46:49,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
991,3/11/2022,13:46:51,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
992,3/11/2022,13:46:53,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
993,3/11/2022,13:46:55,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
994,3/11/2022,13:46:57,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
995,3/11/2022,13:46:59,48.6,T1 KTemp C,56.7,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
996,3/11/2022,13:47:01,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
997,3/11/2022,13:47:03,48.6,T1 KTemp C,56.7,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
998,3/11/2022,13:47:05,48.6,T1 KTemp C,56.6,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
999,3/11/2022,13:47:07,48.6,T1 KTemp C,56.7,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
