Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
1234,3/11/2022,15:17:40,36.4,T1 KTemp C,54.7,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1235,3/11/2022,15:17:42,36.6,T1 KTemp C,54.7,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1236,3/11/2022,15:17:44,36.7,T1 KTemp C,54.8,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1237,3/11/2022,15:17:46,36.9,T1 KTemp C,54.9,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1238,3/11/2022,15:17:48,37.1,T1 KTemp C,55,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1239,3/11/2022,15:17:50,37.2,T1 KTemp C,55,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1240,3/11/2022,15:17:52,37.3,T1 KTemp C,55.1,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1241,3/11/2022,15:17:54,37.4,T1 KTemp C,55.1,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1242,3/11/2022,15:17:56,37.6,T1 KTemp C,55.2,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1243,3/11/2022,15:17:58,37.7,T1 KTemp C,55.2,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1244,3/11/2022,15:18:00,37.8,T1 KTemp C,55.3,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1245,3/11/2022,15:18:02,38,T1 KTemp C,55.3,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1246,3/11/2022,15:18:04,38.1,T1 KTemp C,55.4,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1247,3/11/2022,15:18:06,38.3,T1 KTemp C,55.4,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1248,3/11/2022,15:18:08,38.4,T1 KTemp C,55.4,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1249,3/11/2022,15:18:10,38.6,T1 KTemp C,55.5,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1250,3/11/2022,15:18:12,38.7,T1 KTemp C,55.5,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1251,3/11/2022,15:18:14,38.8,T1 KTemp C,55.6,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1252,3/11/2022,15:18:16,38.9,T1 KTemp C,55.6,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1253,3/11/2022,15:18:18,39.1,T1 KTemp C,55.6,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1254,3/11/2022,15:18:20,39.2,T1 KTemp C,55.7,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1255,3/11/2022,15:18:22,39.3,T1 KTemp C,55.7,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1256,3/11/2022,15:18:24,39.4,T1 KTemp C,55.7,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1257,3/11/2022,15:18:26,39.5,T1 KTemp C,55.8,T2 KTemp C,23.2,T3 KTemp C,9999,T4 KTemp C
1258,3/11/2022,15:18:28,39.6,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1259,3/11/2022,15:18:30,39.8,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1260,3/11/2022,15:18:32,39.9,T1 KTemp C,55.8,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1261,3/11/2022,15:18:34,40,T1 KTemp C,55.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1262,3/11/2022,15:18:36,40.1,T1 KTemp C,55.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1263,3/11/2022,15:18:38,40.2,T1 KTemp C,55.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1264,3/11/2022,15:18:40,40.3,T1 KTemp C,55.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1265,3/11/2022,15:18:42,40.4,T1 KTemp C,55.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1266,3/11/2022,15:18:44,40.5,T1 KTemp C,55.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1267,3/11/2022,15:18:46,40.6,T1 KTemp C,55.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1268,3/11/2022,15:18:48,40.7,T1 KTemp C,55.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1269,3/11/2022,15:18:50,40.8,T1 KTemp C,56,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1270,3/11/2022,15:18:52,40.9,T1 KTemp C,56,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1271,3/11/2022,15:18:54,40.9,T1 KTemp C,56,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1272,3/11/2022,15:18:56,41.1,T1 KTemp C,56.1,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1273,3/11/2022,15:18:58,41.2,T1 KTemp C,56.1,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1274,3/11/2022,15:19:00,41.2,T1 KTemp C,56.1,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1275,3/11/2022,15:19:02,41.3,T1 KTemp C,56.1,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1276,3/11/2022,15:19:04,41.4,T1 KTemp C,56.1,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1277,3/11/2022,15:19:06,41.5,T1 KTemp C,56.1,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1278,3/11/2022,15:19:08,41.6,T1 KTemp C,56.2,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1279,3/11/2022,15:19:10,41.7,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1280,3/11/2022,15:19:12,41.7,T1 KTemp C,56.1,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1281,3/11/2022,15:19:14,41.8,T1 KTemp C,56.1,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1282,3/11/2022,15:19:16,41.9,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1283,3/11/2022,15:19:18,42,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1284,3/11/2022,15:19:20,42.1,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1285,3/11/2022,15:19:22,42.1,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1286,3/11/2022,15:19:24,42.2,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1287,3/11/2022,15:19:26,42.3,T1 KTemp C,56.2,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1288,3/11/2022,15:19:28,42.4,T1 KTemp C,56.2,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
1289,3/11/2022,15:19:30,42.4,T1 KTemp C,56.2,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
1290,3/11/2022,15:19:32,42.5,T1 KTemp C,56.2,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
1291,3/11/2022,15:19:34,42.6,T1 KTemp C,56.2,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1292,3/11/2022,15:19:36,42.7,T1 KTemp C,56.3,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1293,3/11/2022,15:19:38,42.8,T1 KTemp C,56.3,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1294,3/11/2022,15:19:40,42.9,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1295,3/11/2022,15:19:42,42.9,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1296,3/11/2022,15:19:44,43,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1297,3/11/2022,15:19:46,43.1,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1298,3/11/2022,15:19:48,43.2,T1 KTemp C,56.4,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1299,3/11/2022,15:19:50,43.2,T1 KTemp C,56.4,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1300,3/11/2022,15:19:52,43.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1301,3/11/2022,15:19:54,43.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1302,3/11/2022,15:19:56,43.4,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1303,3/11/2022,15:19:58,43.4,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1304,3/11/2022,15:20:00,43.5,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1305,3/11/2022,15:20:02,43.5,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1306,3/11/2022,15:20:04,43.6,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1307,3/11/2022,15:20:06,43.7,T1 KTemp C,56.6,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1308,3/11/2022,15:20:08,43.7,T1 KTemp C,56.6,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1309,3/11/2022,15:20:10,43.8,T1 KTemp C,56.6,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1310,3/11/2022,15:20:12,43.8,T1 KTemp C,56.6,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1311,3/11/2022,15:20:14,43.9,T1 KTemp C,56.6,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1312,3/11/2022,15:20:16,43.9,T1 KTemp C,56.6,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1313,3/11/2022,15:20:18,44,T1 KTemp C,56.6,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1314,3/11/2022,15:20:20,44.1,T1 KTemp C,56.6,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1315,3/11/2022,15:20:22,44.1,T1 KTemp C,56.6,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1316,3/11/2022,15:20:24,44.2,T1 KTemp C,56.6,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1317,3/11/2022,15:20:26,44.2,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1318,3/11/2022,15:20:28,44.2,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1319,3/11/2022,15:20:30,44.3,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1320,3/11/2022,15:20:32,44.3,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1321,3/11/2022,15:20:34,44.3,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1322,3/11/2022,15:20:36,44.4,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1323,3/11/2022,15:20:38,44.4,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1324,3/11/2022,15:20:40,44.5,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1325,3/11/2022,15:20:42,44.6,T1 KTemp C,56.7,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1326,3/11/2022,15:20:44,44.6,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1327,3/11/2022,15:20:46,44.6,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1328,3/11/2022,15:20:48,44.7,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1329,3/11/2022,15:20:50,44.7,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1330,3/11/2022,15:20:52,44.7,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1331,3/11/2022,15:20:54,44.7,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1332,3/11/2022,15:20:56,44.8,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1333,3/11/2022,15:20:58,44.8,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1334,3/11/2022,15:21:00,44.9,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1335,3/11/2022,15:21:02,44.9,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1336,3/11/2022,15:21:04,44.9,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1337,3/11/2022,15:21:06,45,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1338,3/11/2022,15:21:08,45,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1339,3/11/2022,15:21:10,45,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1340,3/11/2022,15:21:12,45.1,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1341,3/11/2022,15:21:14,45.1,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1342,3/11/2022,15:21:16,45.1,T1 KTemp C,56.7,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1343,3/11/2022,15:21:18,45.2,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1344,3/11/2022,15:21:20,45.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1345,3/11/2022,15:21:22,45.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1346,3/11/2022,15:21:24,45.4,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1347,3/11/2022,15:21:26,45.4,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1348,3/11/2022,15:21:28,45.4,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1349,3/11/2022,15:21:30,45.5,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1350,3/11/2022,15:21:32,45.5,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1351,3/11/2022,15:21:34,45.5,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1352,3/11/2022,15:21:36,45.5,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1353,3/11/2022,15:21:38,45.6,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1354,3/11/2022,15:21:40,45.6,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1355,3/11/2022,15:21:42,45.6,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1356,3/11/2022,15:21:44,45.6,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1357,3/11/2022,15:21:46,45.7,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1358,3/11/2022,15:21:48,45.7,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1359,3/11/2022,15:21:50,45.7,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1360,3/11/2022,15:21:52,45.8,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1361,3/11/2022,15:21:54,45.8,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1362,3/11/2022,15:21:56,45.8,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1363,3/11/2022,15:21:58,45.8,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1364,3/11/2022,15:22:00,45.8,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1365,3/11/2022,15:22:02,45.9,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1366,3/11/2022,15:22:04,45.9,T1 KTemp C,56.9,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
1367,3/11/2022,15:22:06,45.9,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1368,3/11/2022,15:22:08,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1369,3/11/2022,15:22:10,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1370,3/11/2022,15:22:12,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1371,3/11/2022,15:22:14,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1372,3/11/2022,15:22:16,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1373,3/11/2022,15:22:18,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1374,3/11/2022,15:22:20,46,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1375,3/11/2022,15:22:22,46.1,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1376,3/11/2022,15:22:24,46.1,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1377,3/11/2022,15:22:26,46.1,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1378,3/11/2022,15:22:28,46.2,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1379,3/11/2022,15:22:30,46.2,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1380,3/11/2022,15:22:32,46.2,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1381,3/11/2022,15:22:34,46.2,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1382,3/11/2022,15:22:36,46.2,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1383,3/11/2022,15:22:38,46.2,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1384,3/11/2022,15:22:40,46.3,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1385,3/11/2022,15:22:42,46.3,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1386,3/11/2022,15:22:44,46.3,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1387,3/11/2022,15:22:46,46.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1388,3/11/2022,15:22:48,46.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1389,3/11/2022,15:22:50,46.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1390,3/11/2022,15:22:52,46.3,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1391,3/11/2022,15:22:54,46.3,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1392,3/11/2022,15:22:56,46.4,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1393,3/11/2022,15:22:58,46.4,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1394,3/11/2022,15:23:00,46.4,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1395,3/11/2022,15:23:02,46.5,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1396,3/11/2022,15:23:04,46.5,T1 KTemp C,56.9,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1397,3/11/2022,15:23:06,46.5,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1398,3/11/2022,15:23:08,46.5,T1 KTemp C,56.8,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
1399,3/11/2022,15:23:10,46.5,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1400,3/11/2022,15:23:12,46.5,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1401,3/11/2022,15:23:14,46.5,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1402,3/11/2022,15:23:16,46.6,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1403,3/11/2022,15:23:18,46.6,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1404,3/11/2022,15:23:20,46.6,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1405,3/11/2022,15:23:22,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1406,3/11/2022,15:23:24,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1407,3/11/2022,15:23:26,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1408,3/11/2022,15:23:28,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1409,3/11/2022,15:23:30,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1410,3/11/2022,15:23:32,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1411,3/11/2022,15:23:34,46.7,T1 KTemp C,56.8,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
1412,3/11/2022,15:23:36,46.8,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1413,3/11/2022,15:23:38,46.8,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1414,3/11/2022,15:23:40,46.8,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1415,3/11/2022,15:23:42,46.8,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1416,3/11/2022,15:23:44,46.9,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1417,3/11/2022,15:23:46,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1418,3/11/2022,15:23:48,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1419,3/11/2022,15:23:50,46.9,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1420,3/11/2022,15:23:52,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1421,3/11/2022,15:23:54,46.9,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1422,3/11/2022,15:23:56,46.9,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1423,3/11/2022,15:23:58,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1424,3/11/2022,15:24:00,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1425,3/11/2022,15:24:02,46.9,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1426,3/11/2022,15:24:04,47,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1427,3/11/2022,15:24:06,47,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1428,3/11/2022,15:24:08,47,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1429,3/11/2022,15:24:10,47,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1430,3/11/2022,15:24:12,47,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1431,3/11/2022,15:24:14,47,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1432,3/11/2022,15:24:16,47,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1433,3/11/2022,15:24:18,47,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1434,3/11/2022,15:24:20,47.1,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1435,3/11/2022,15:24:22,47.1,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1436,3/11/2022,15:24:24,47.1,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1437,3/11/2022,15:24:26,47.1,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1438,3/11/2022,15:24:28,47.1,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1439,3/11/2022,15:24:30,47.1,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1440,3/11/2022,15:24:32,47.1,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1441,3/11/2022,15:24:34,47.1,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1442,3/11/2022,15:24:36,47.2,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
